Address,Street Number,Street Name,Street Suffix
106 BALTIMORE AVE,106,BALTIMORE,AVE
1821 EAST AVE,1821,EAST,AVE
700 RAYNOR AVE,700,RAYNOR,AVE
42 ROSE PETAL CT,42,ROSE PETAL,CT
25 BRUCESTER BRIDGE CT,25,BRUCESTER BRIDGE,CT
1942 SEARLES RD,1942,SEARLES,RD
16200 HANOVER PIKE,16200,HANOVER,PIKE
9736 REESE FARM RD,9736,REESE FARM,RD
204 COVE RD,204,COVE,RD
7906 HILLENDALE RD,7906,HILLENDALE,RD
1642 Thetford RD,1642,Thetford,RD
8113 RIDGELY OAK RD,8113,RIDGELY OAK,RD
73 KINSHIP RD,73,KINSHIP,RD
400 SYMPHONY CIR,400,SYMPHONY,CIR
45 JONES VALLEY CIR,45,JONES VALLEY,CIR
4212 GARLAND AVE,4212,GARLAND,AVE
9800 PULASKI HWY,9800,PULASKI,HWY
713 NORTH POINT RD,713,NORTH POINT,RD
24 LOCKETT CT,24,LOCKETT,CT
178 CHERRYDELL RD,178,CHERRYDELL,RD
61 ROYALTY CIR,61,ROYALTY,CIR
7312 GEISE AVE,7312,GEISE,AVE
9800 PULASKI HWY,9800,PULASKI,HWY
7410 FORREST AVE,7410,FORREST,AVE
1007 FREDONIA CT,1007,FREDONIA,CT
5820 ROYAL OAK AVE,5820,ROYAL OAK,AVE
3027 FREEWAY ,3027,FREEWAY,
300 WYNDHAM CIR,300,WYNDHAM,CIR
107 MARINE OAKS DR,107,MARINE OAKS,DR
7744 EASTDALE RD,7744,EASTDALE,RD
8 SUMMIT GREEN CT,8,SUMMIT GREEN,CT
31 REGESTER AVE,31,REGESTER,AVE
6012 CHESWORTH RD,6012,CHESWORTH,RD
809 SILVER CREEK RD,809,SILVER CREEK,RD
8634 JESSICA LN,8634,JESSICA,LN
115 DUNDALK AVE,115,DUNDALK,AVE
7608 BABIKOW RD,7608,BABIKOW,RD
400 SYMPHONY CIR,400,SYMPHONY,CIR
400 SYMPHONY CIR,400,SYMPHONY,CIR
5637 WHITBY RD,5637,WHITBY,RD
605 VIRGINIA AVE,605,VIRGINIA,AVE
904 NIAGARA CT,904,NIAGARA,CT
925 THOMPSON BLVD,925,THOMPSON,BLVD
7823 OLD HARFORD RD,7823,OLD HARFORD,RD
7313 ROCKRIDGE RD,7313,ROCKRIDGE,RD
7036 SOLLERS POINT RD,7036,SOLLERS POINT,RD
406 TIMONIUM RD,406,TIMONIUM,RD
8004 UPPERFIELD LN,8004,UPPERFIELD,LN
1107 FOXWOOD LN,1107,FOXWOOD,LN
2313 KEVSWAY CT,2313,KEVSWAY,CT
3771 TIMAHOE CIR,3771,TIMAHOE,CIR
100 PROSPECT AVE,100,PROSPECT,AVE
8010 RAYMOND AVE,8010,RAYMOND,AVE
1928 BARRY RD,1928,BARRY,RD
3 HAMLET DR,3,HAMLET,DR
1932 WAREHAM RD,1932,WAREHAM,RD
5450 KING ARTHUR CIR,5450,KING ARTHUR,CIR
7858 CORNERSTONE WAY,7858,CORNERSTONE,WAY
94 ENGLISH RUN CIR,94,ENGLISH RUN,CIR
2313 WALNUT AVE,2313,WALNUT,AVE
972 FAIRMOUNT AVE,972,FAIRMOUNT,AVE
4907 BERRYHILL CIR,4907,BERRYHILL,CIR
5228 OLD FREDERICK RD,5228,OLD FREDERICK,RD
16 VENTURI RD,16,VENTURI,RD
2501 VERONICA AVE,2501,VERONICA,AVE
2433 WOODCROFT RD,2433,WOODCROFT,RD
84 RIDGELAWN RD,84,RIDGELAWN,RD
5689 ARNHEM RD,5689,ARNHEM,RD
955 REGINA DR,955,REGINA,DR
16 Malus CT,16,Malus,CT
400 SYMPHONY CIR,400,SYMPHONY,CIR
1021 ELTON AVE,1021,ELTON,AVE
9732 LANGLEY RD,9732,LANGLEY,RD
40 TORQUE WAY,40,TORQUE,WAY
944 KAYDEN LN,944,KAYDEN,LN
8624 OAK RD,8624,OAK,RD
6647 FREDERICK RD,6647,FREDERICK,RD
61 FOX RUN CT,61,FOX RUN,CT
4633 WILKENS AVE,4633,WILKENS,AVE
8531 WILLOW OAK RD,8531,WILLOW OAK,RD
3 WOLF TRAP CT,3,WOLF TRAP,CT
3179 FREEWAY ,3179,FREEWAY,
6833 DULUTH AVE,6833,DULUTH,AVE
6463 WOODGREEN CIR,6463,WOODGREEN,CIR
5044 FINSBURY RD,5044,FINSBURY,RD
2751 NORFEN RD,2751,NORFEN,RD
208 5TH AVE,208,5TH,AVE
905 IMPERIAL CT,905,IMPERIAL,CT
1004 ELTON AVE,1004,ELTON,AVE
209 GARDEN RD,209,GARDEN,RD
7145 GOUGH ST,7145,GOUGH,ST
4 JULIET LN,4,JULIET,LN
1114 CORD ST,1114,CORD,ST
2305 KEVSWAY CT,2305,KEVSWAY,CT
1616 CHESACO AVE,1616,CHESACO,AVE
5537 WILLYS AVE,5537,WILLYS,AVE
1214 WINE SPRING LN,1214,WINE SPRING,LN
8431 COCO RD,8431,COCO,RD
7514 STONESTHROW CT,7514,STONESTHROW,CT
1104 OAKMOOR CT,1104,OAKMOOR,CT
9510 Coyle RD,9510,Coyle,RD
2149 VAILTHORN RD,2149,VAILTHORN,RD
2457 GOLDERS GREEN CT,2457,GOLDERS GREEN,CT
411 CHESTNUT CT,411,CHESTNUT,CT
7004 YORK RD,7004,YORK,RD
452 STEMMERS RUN RD,452,STEMMERS RUN,RD
7703 BAY FRONT RD,7703,BAY FRONT,RD
2 KING RICHARD CT,2,KING RICHARD,CT
3552 CORN STREAM RD,3552,CORN STREAM,RD
1808 KITTYHAWK RD,1808,KITTYHAWK,RD
1979 DENBURY DR,1979,DENBURY,DR
4 BADGER GATE CT,4,BADGER GATE,CT
1735 EASTERN BLVD,1735,EASTERN,BLVD
5207 SHELBOURNE RD,5207,SHELBOURNE,RD
5207 SHELBOURNE RD,5207,SHELBOURNE,RD
5001 HOLLINGTON DR,5001,HOLLINGTON,DR
1026 FREDONIA CT,1026,FREDONIA,CT
5600 DOGWOOD RD,5600,DOGWOOD,RD
2837 KATEWOOD CT,2837,KATEWOOD,CT
5207 SHELBOURNE RD,5207,SHELBOURNE,RD
1123 ELM RD,1123,ELM,RD
8811 SPRING RD,8811,SPRING,RD
5602 DOGWOOD RD,5602,DOGWOOD,RD
8 WARREN LODGE CT,8,WARREN LODGE,CT
8 WARREN LODGE CT,8,WARREN LODGE,CT
11101 WILDBRANCH CT,11101,WILDBRANCH,CT
431 HIGHMEADOW RD,431,HIGHMEADOW,RD
1103 ARUNAH AVE,1103,ARUNAH,AVE
3307 DUNDALK AVE,3307,DUNDALK,AVE
3012 5TH AVE,3012,5TH,AVE
6809 5TH AVE,6809,5TH,AVE
7726 GOUGH ST,7726,GOUGH,ST
7415 HINDON CIR,7415,HINDON,CIR
5494 GLENTHORNE CT,5494,GLENTHORNE,CT
22 TERRON CT,22,TERRON,CT
4 Yellow Barn CT,4,Yellow Barn,CT
6736 5TH AVE,6736,5TH,AVE
955 FAIRMOUNT AVE,955,FAIRMOUNT,AVE
7854 SAINT GREGORY DR,7854,SAINT GREGORY,DR
7 INGATE TER,7,INGATE,TER
1405 WOODSIDE AVE,1405,WOODSIDE,AVE
8566 GRADIEN DR,8566,GRADIEN,DR
40 KINSHIP RD,40,KINSHIP,RD
82 KINSHIP RD,82,KINSHIP,RD
4036 CUTTY SARK RD,4036,CUTTY SARK,RD
8324 EDGEDALE RD,8324,EDGEDALE,RD
411 KENDIGS MILL RD,411,KENDIGS MILL,RD
10 MAPLE DR,10,MAPLE,DR
6216 FREDERICK RD,6216,FREDERICK,RD
911 DALTON AVE,911,DALTON,AVE
5707 LEIDEN RD,5707,LEIDEN,RD
1654 WILLIAMS AVE,1654,WILLIAMS,AVE
15 WOODEN COURT WAY,15,WOODEN COURT,WAY
406 MARLYN AVE,406,MARLYN,AVE
9870 BAYLINE CIR,9870,BAYLINE,CIR
205 JOPPA RD,205,JOPPA,RD
2900 KUNTZ RD,2900,KUNTZ,RD
3648 CLIFMAR RD,3648,CLIFMAR,RD
847 MIDDLESEX RD,847,MIDDLESEX,RD
1741 FORREST AVE,1741,FORREST,AVE
4 TYLER FALLS CT,4,TYLER FALLS,CT
2203 FALLS GABLE LN,2203,FALLS GABLE,LN
744 OVERBROOK RD,744,OVERBROOK,RD
2501 LAKEWOOD CT,2501,LAKEWOOD,CT
3520 MCSHANE WAY,3520,MCSHANE,WAY
134 PATAPSCO AVE,134,PATAPSCO,AVE
5513 ASHBOURNE RD,5513,ASHBOURNE,RD
24 KING RICHARD CT,24,KING RICHARD,CT
941 TIPTON RD,941,TIPTON,RD
10607 STEVENSON RD,10607,STEVENSON,RD
210 CHERRYDELL RD,210,CHERRYDELL,RD
970 FAIRMOUNT AVE,970,FAIRMOUNT,AVE
4 WARREN LODGE CT,4,WARREN LODGE,CT
6908 TEN TIMBERS LN,6908,TEN TIMBERS,LN
4 ATHERTON RD,4,ATHERTON,RD
3119 ASPEN CT,3119,ASPEN,CT
18 GREENSPRING VALLEY RD,18,GREENSPRING VALLEY,RD
7305 GUNPOWDER RD,7305,GUNPOWDER,RD
834 JOSHUA TREE CT,834,JOSHUA TREE,CT
310 2ND AVE,310,2ND,AVE
103 GREENRIDGE RD,103,GREENRIDGE,RD
106 SUSQUEHANNA AVE,106,SUSQUEHANNA,AVE
9725 BON HAVEN LN,9725,BON HAVEN,LN
106 SUSQUEHANNA AVE,106,SUSQUEHANNA,AVE
111 MARLYN AVE,111,MARLYN,AVE
8313 PHILADELPHIA RD,8313,PHILADELPHIA,RD
9814 GUNFORGE RD,9814,GUNFORGE,RD
8220 CORNWALL RD,8220,CORNWALL,RD
8216 PEACH ORCHARD RD,8216,PEACH ORCHARD,RD
7835 LOCKWOOD RD,7835,LOCKWOOD,RD
825 CEDAR AVE,825,CEDAR,AVE
7823 DENTON AVE,7823,DENTON,AVE
29 BALLYHAUNIS CT,29,BALLYHAUNIS,CT
7022 DUNBAR RD,7022,DUNBAR,RD
832 JAYDEE AVE,832,JAYDEE,AVE
2913 LIBERTY PKWY,2913,LIBERTY,PKWY
16 BARTLEY CT,16,BARTLEY,CT
7823 DENTON AVE,7823,DENTON,AVE
7013 EASTBROOK AVE,7013,EASTBROOK,AVE
8233 PEACH ORCHARD RD,8233,PEACH ORCHARD,RD
6609 BAYTHORNE RD,6609,BAYTHORNE,RD
348 BIGLEY AVE,348,BIGLEY,AVE
2131 HAWTHORNE RD,2131,HAWTHORNE,RD
2913 LIBERTY PKWY,2913,LIBERTY,PKWY
2913 LIBERTY PKWY,2913,LIBERTY,PKWY
701 CHARING CROSS RD,701,CHARING CROSS,RD
3233 DUNDALK AVE,3233,DUNDALK,AVE
3 GURTEEN CT,3,GURTEEN,CT
344 LEEANNE RD,344,LEEANNE,RD
226 OSBORNE AVE,226,OSBORNE,AVE
32 WIMBLEDON LN,32,WIMBLEDON,LN
5496 OAKLAND RD,5496,OAKLAND,RD
12009 TARRAGON RD,12009,TARRAGON,RD
1615 LYLE CT,1615,LYLE,CT
301 MAGNOLIA TER,301,MAGNOLIA,TER
303 MAGNOLIA TER,303,MAGNOLIA,TER
216 RIVERTHORN RD,216,RIVERTHORN,RD
18 AMBERLADY CT,18,AMBERLADY,CT
4917 CLIFFORD RD,4917,CLIFFORD,RD
809 5TH AVE,809,5TH,AVE
503 ALLEGHENY AVE,503,ALLEGHENY,AVE
329 OLD TRAIL ,329,OLD TRAIL,
7204 BAY FRONT RD,7204,BAY FRONT,RD
535 LARKFIELD RD,535,LARKFIELD,RD
1571 INGLESIDE AVE,1571,INGLESIDE,AVE
906 PALLADI DR,906,PALLADI,DR
4021 ISSACS RD,4021,ISSACS,RD
216 BALTIMORE AVE,216,BALTIMORE,AVE
1018 MIDDLESEX RD,1018,MIDDLESEX,RD
90 BERKSHIRE RD,90,BERKSHIRE,RD
9915 SHERWOOD FARM RD,9915,SHERWOOD FARM,RD
11 BURNSWAY CT,11,BURNSWAY,CT
329 BRYANSTONE RD,329,BRYANSTONE,RD
15 OLD FORGE GRTH,15,OLD FORGE,GRTH
259 CEDARMERE CIR,259,CEDARMERE,CIR
6 TAVERNGREEN CT,6,TAVERNGREEN,CT
558 COMPASS RD,558,COMPASS,RD
7243 HOLABIRD AVE,7243,HOLABIRD,AVE
1114 BEACH RD,1114,BEACH,RD
262 CEDARMERE CIR,262,CEDARMERE,CIR
8428 AVERY RD,8428,AVERY,RD
7243 HOLABIRD AVE,7243,HOLABIRD,AVE
7641 SOUTH BEND RD,7641,SOUTH BEND,RD
652 KENNINGTON RD,652,KENNINGTON,RD
41 PERRYOAK PL,41,PERRYOAK,PL
263 CEDARMERE CIR,263,CEDARMERE,CIR
513 OLD HOME RD,513,OLD HOME,RD
6742 WINDSOR MILL RD,6742,WINDSOR MILL,RD
12 SHOREHAM CT,12,SHOREHAM,CT
30 CARTWRIGHT CT,30,CARTWRIGHT,CT
249 CEDARMERE CIR,249,CEDARMERE,CIR
1936 ORMAND RD,1936,ORMAND,RD
5 BRYCE CT,5,BRYCE,CT
266 CEDARMERE CIR,266,CEDARMERE,CIR
320 TORNER RD,320,TORNER,RD
1436 DARTMOUTH AVE,1436,DARTMOUTH,AVE
1436 DARTMOUTH AVE,1436,DARTMOUTH,AVE
1924 SULPHUR SPRING RD,1924,SULPHUR SPRING,RD
1016 FREDONIA CT,1016,FREDONIA,CT
250 CEDARMERE CIR,250,CEDARMERE,CIR
248 CEDARMERE CIR,248,CEDARMERE,CIR
252 CEDARMERE CIR,252,CEDARMERE,CIR
20 GREENRIDGE RD,20,GREENRIDGE,RD
7200 NORTH POINT RD,7200,NORTH POINT,RD
9508 GEORGIAN WAY,9508,GEORGIAN,WAY
7245 HOLABIRD AVE,7245,HOLABIRD,AVE
7934 SAINT CLAIRE LN,7934,SAINT CLAIRE,LN
7200 NORTH POINT RD,7200,NORTH POINT,RD
2930 CORNWALL RD,2930,CORNWALL,RD
3 CHARDON CT,3,CHARDON,CT
5739 RICHARDSON MEWS SQ,5739,RICHARDSON MEWS,SQ
26 CARTWRIGHT CT,26,CARTWRIGHT,CT
4542 RIDGE RD,4542,RIDGE,RD
930 COLERIDGE RD,930,COLERIDGE,RD
5655 OREGON AVE,5655,OREGON,AVE
7706 PHILADELPHIA RD,7706,PHILADELPHIA,RD
1427 HOPEWELL AVE,1427,HOPEWELL,AVE
34 DUNDALK AVE,34,DUNDALK,AVE
9311 COUNTESS DR,9311,COUNTESS,DR
34 DUNDALK AVE,34,DUNDALK,AVE
1904 ORMAND RD,1904,ORMAND,RD
7281 GOUGH ST,7281,GOUGH,ST
407 MAPLE LN,407,MAPLE,LN
932 MARLYN AVE,932,MARLYN,AVE
140 REGESTER AVE,140,REGESTER,AVE
8 PLEASANT HILL LN,8,PLEASANT HILL,LN
1307 SULPHUR SPRING RD,1307,SULPHUR SPRING,RD
2950 CORNWALL RD,2950,CORNWALL,RD
2500 HILLCREST AVE,2500,HILLCREST,AVE
20 ALANBROOKE CT,20,ALANBROOKE,CT
2501 WENTWORTH RD,2501,WENTWORTH,RD
5217 CASTLE STONE DR,5217,CASTLE STONE,DR
9307 GROFFS MILL DR,9307,GROFFS MILL,DR
4120 KENNYGREEN CT,4120,KENNYGREEN,CT
345 MAGNOLIA TER,345,MAGNOLIA,TER
915 MAIDEN CHOICE LN,915,MAIDEN CHOICE,LN
8310 HILLENDALE RD,8310,HILLENDALE,RD
1329 MANTLE ST,1329,MANTLE,ST
21 CENTRE AVE,21,CENTRE,AVE
556 CHALCOT SQ,556,CHALCOT,SQ
2500 HILLCREST AVE,2500,HILLCREST,AVE
1608 LESLIE RD,1608,LESLIE,RD
7807 LIBERTY RD,7807,LIBERTY,RD
7202 ROCKLAND HILLS DR,7202,ROCKLAND HILLS,DR
505 EPSOM RD,505,EPSOM,RD
641 NOLLMEYER RD,641,NOLLMEYER,RD
3030 LIBERTY PKWY,3030,LIBERTY,PKWY
518 GLOUCESTER CT,518,GLOUCESTER,CT
202 ERIN WAY,202,ERIN,WAY
2711 HERNWOOD RD,2711,HERNWOOD,RD
3218 SUMMIT AVE,3218,SUMMIT,AVE
21 DANBEN CT,21,DANBEN,CT
324 SOLLERS POINT RD,324,SOLLERS POINT,RD
4230 SLATER AVE,4230,SLATER,AVE
1418 DARTMOUTH AVE,1418,DARTMOUTH,AVE
4822 CARMELLA DR,4822,CARMELLA,DR
5 ENGLEFIELD SQ,5,ENGLEFIELD,SQ
8 CLOVERWOOD CT,8,CLOVERWOOD,CT
9852 DECATUR RD,9852,DECATUR,RD
5000 WILLOW BRANCH WAY,5000,WILLOW BRANCH,WAY
92 SHETLAND CIR,92,SHETLAND,CIR
240 LINDEN AVE,240,LINDEN,AVE
938 ELM RIDGE AVE,938,ELM RIDGE,AVE
1418 DARTMOUTH AVE,1418,DARTMOUTH,AVE
3805 TERKA CIR,3805,TERKA,CIR
4022 RUSTICO RD,4022,RUSTICO,RD
4 BELMULLET CT,4,BELMULLET,CT
18108 BUNKER HILL RD,18108,BUNKER HILL,RD
1322 VIDA DR,1322,VIDA,DR
7313 KIRTLEY RD,7313,KIRTLEY,RD
11306 BEACH RD,11306,BEACH,RD
1828 DUNMERE RD,1828,DUNMERE,RD
2143 FIRETHORN RD,2143,FIRETHORN,RD
225 RIVERTHORN RD,225,RIVERTHORN,RD
205 JOPPA RD,205,JOPPA,RD
5308 ABBEYWOOD CT,5308,ABBEYWOOD,CT
3221 WALLFORD DR,3221,WALLFORD,DR
2201 VAILTHORN RD,2201,VAILTHORN,RD
1265 VOGT AVE,1265,VOGT,AVE
7001 RAILWAY AVE,7001,RAILWAY,AVE
2506 SNYDER AVE,2506,SNYDER,AVE
7904 EASTDALE RD,7904,EASTDALE,RD
2506 SNYDER AVE,2506,SNYDER,AVE
3 SOUTHERLY CT,3,SOUTHERLY,CT
411 OLD HOME RD,411,OLD HOME,RD
201 ERIN WAY,201,ERIN,WAY
5 DARBYTOWN CT,5,DARBYTOWN,CT
2216 GRAYTHORN RD,2216,GRAYTHORN,RD
968 ELTON AVE,968,ELTON,AVE
48 SANDSTONE CT,48,SANDSTONE,CT
2725 NORFEN RD,2725,NORFEN,RD
8023 MCDONOGH RD,8023,MCDONOGH,RD
33 CHERRYWOOD CT,33,CHERRYWOOD,CT
9 WILD CHERRY CT,9,WILD CHERRY,CT
8429 HARRIS AVE,8429,HARRIS,AVE
504 47TH ST,504,47TH,ST
7743 Paddock Way ,7743,Paddock Way,
6 EDGEWATER TER,6,EDGEWATER,TER
1037 FLAGTREE LN,1037,FLAGTREE,LN
8539 KAVANAGH RD,8539,KAVANAGH,RD
1323 DEANWOOD RD,1323,DEANWOOD,RD
2609 PLAINFIELD RD,2609,PLAINFIELD,RD
7020 HOLABIRD AVE,7020,HOLABIRD,AVE
9132 MARLOVE OAKS LN,9132,MARLOVE OAKS,LN
7539 BERKSHIRE RD,7539,BERKSHIRE,RD
7466 SCHOOL AVE,7466,SCHOOL,AVE
4507 WILKENS AVE,4507,WILKENS,AVE
5043 MARCHWOOD CT,5043,MARCHWOOD,CT
7020 HOLABIRD AVE,7020,HOLABIRD,AVE
5136 WESTLAND BLVD,5136,WESTLAND,BLVD
1315 IDYLWOOD RD,1315,IDYLWOOD,RD
128 HIGHSHIRE CT,128,HIGHSHIRE,CT
13 HOPI CT,13,HOPI,CT
401 FOX VIEW CT,401,FOX VIEW,CT
7009 LINDEN AVE,7009,LINDEN,AVE
6667 SPRING MILL CIR,6667,SPRING MILL,CIR
1811 REUTER RD,1811,REUTER,RD
217 OVERBROOK RD,217,OVERBROOK,RD
204 JUMPERS CIR,204,JUMPERS,CIR
7655 GLADSTONE RD,7655,GLADSTONE,RD
2741 VALLEY PARK DR,2741,VALLEY PARK,DR
8502 CHESTNUT OAK RD,8502,CHESTNUT OAK,RD
17 FUSTING AVE,17,FUSTING,AVE
10825 PHILADELPHIA RD,10825,PHILADELPHIA,RD
2612 SPARROWS POINT RD,2612,SPARROWS POINT,RD
4028 RALEIGH RD,4028,RALEIGH,RD
7018 HOLABIRD AVE,7018,HOLABIRD,AVE
55 CRAFTSMAN CT,55,CRAFTSMAN,CT
10 DIXIE DR,10,DIXIE,DR
33 BERNADOTTE CT,33,BERNADOTTE,CT
39 SPRINGTIDE CT,39,SPRINGTIDE,CT
2400 SPARROWS POINT RD,2400,SPARROWS POINT,RD
1617 FREDERICK RD,1617,FREDERICK,RD
19 PIEDMONT CT,19,PIEDMONT,CT
266 CHESTNUT ST,266,CHESTNUT,ST
2600 AMBLER RD,2600,AMBLER,RD
133 CHESAPEAKE AVE,133,CHESAPEAKE,AVE
6907 BELAIR RD,6907,BELAIR,RD
7030 EASTERN AVE,7030,EASTERN,AVE
5414 GLENTHORNE CT,5414,GLENTHORNE,CT
8 CROMARTY RD,8,CROMARTY,RD
4101 JOPPA RD,4101,JOPPA,RD
11 YORK RD,11,YORK,RD
2913 MANNS AVE,2913,MANNS,AVE
233 STANMORE RD,233,STANMORE,RD
8130 KAVANAGH RD,8130,KAVANAGH,RD
38 BARBICAN WAY,38,BARBICAN,WAY
7911 CHARLESMONT RD,7911,CHARLESMONT,RD
8 CROMARTY RD,8,CROMARTY,RD
8612 CHESTNUT OAK RD,8612,CHESTNUT OAK,RD
20 TOLLGATE RD,20,TOLLGATE,RD
1152 FOXWOOD LN,1152,FOXWOOD,LN
7917 LANSDALE RD,7917,LANSDALE,RD
3342 Ripple RD,3342,Ripple,RD
7805 EASTDALE RD,7805,EASTDALE,RD
1914 GUY WAY,1914,GUY,WAY
867 JAYDEE AVE,867,JAYDEE,AVE
2477 SCHAFFERS RD,2477,SCHAFFERS,RD
4150 WILKENS AVE,4150,WILKENS,AVE
12405 OLD GREY MARE CT,12405,OLD GREY MARE,CT
3452 LOGANVIEW DR,3452,LOGANVIEW,DR
1935 SUE CREEK DR,1935,SUE CREEK,DR
8103 DUKIE AVE,8103,DUKIE,AVE
7804 CARMEL CIR,7804,CARMEL,CIR
7101 BALTIMORE ST,7101,BALTIMORE,ST
240 BURKE AVE,240,BURKE,AVE
2514 LINWOOD RD,2514,LINWOOD,RD
7291 HOLABIRD AVE,7291,HOLABIRD,AVE
7291 HOLABIRD AVE,7291,HOLABIRD,AVE
9407 Manor Forge way ,9407,Manor Forge way,
28 ALLEGHENY AVE,28,ALLEGHENY,AVE
48 HAWK RISE LN,48,HAWK RISE,LN
2208 SOUTHORN RD,2208,SOUTHORN,RD
1310 BEECHWOOD AVE,1310,BEECHWOOD,AVE
415 OVERBROOK RD,415,OVERBROOK,RD
1005 WAMPLER RD,1005,WAMPLER,RD
609 47TH ST,609,47TH,ST
7291 HOLABIRD AVE,7291,HOLABIRD,AVE
15 TIMONIUM RD,15,TIMONIUM,RD
31 BATTERSEA BRIDGE CT,31,BATTERSEA BRIDGE,CT
32 TENBURY RD,32,TENBURY,RD
7901 ARDMORE AVE,7901,ARDMORE,AVE
3800 CRESTVALE TER,3800,CRESTVALE,TER
17 UTE CT,17,UTE,CT
1805 ROLAND AVE,1805,ROLAND,AVE
10 LONGSTREAM CT,10,LONGSTREAM,CT
2108 JASMINE RD,2108,JASMINE,RD
3423 ABBIE PL,3423,ABBIE,PL
7051 TOBY DR,7051,TOBY,DR
9124 GROFFS MILL DR,9124,GROFFS MILL,DR
1040 GROVEHILL RD,1040,GROVEHILL,RD
47 ODEON CT,47,ODEON,CT
161 FREDERICK RD,161,FREDERICK,RD
7235 HUGHES AVE,7235,HUGHES,AVE
17 SUMMERFIELD RD,17,SUMMERFIELD,RD
7319 GRANITE WOODS CT,7319,GRANITE WOODS,CT
8 LIBERTY PKWY,8,LIBERTY,PKWY
3220 NORTHWIND RD,3220,NORTHWIND,RD
800 WALKER AVE,800,WALKER,AVE
3108 ASPEN CT,3108,ASPEN,CT
1126 HALSTEAD RD,1126,HALSTEAD,RD
7827 SAINT BRIDGET LN,7827,SAINT BRIDGET,LN
1603 THETFORD RD,1603,THETFORD,RD
5667 ARNHEM RD,5667,ARNHEM,RD
3507 MELODY LN,3507,MELODY,LN
8942 QUAIL RUN DR,8942,QUAIL RUN,DR
1006 ELTON AVE,1006,ELTON,AVE
1006 ELTON AVE,1006,ELTON,AVE
1014 ELTON AVE,1014,ELTON,AVE
8506 OAKLEIGH RD,8506,OAKLEIGH,RD
634 MARIANNE LN,634,MARIANNE,LN
635 DELAWARE AVE,635,DELAWARE,AVE
4008 MILLENDER MILL RD,4008,MILLENDER MILL,RD
16 STILLWOOD CIR,16,STILLWOOD,CIR
103 FITZ CT,103,FITZ,CT
11 DONAGH CT,11,DONAGH,CT
1713 BROOKVIEW RD,1713,BROOKVIEW,RD
3906 TEVIS CIR,3906,TEVIS,CIR
7508 IVES LN,7508,IVES,LN
630 DELAWARE AVE,630,DELAWARE,AVE
4946 WARDS CHAPEL RD,4946,WARDS CHAPEL,RD
2006 WINDSOR PL,2006,WINDSOR,PL
8016 EASTDALE RD,8016,EASTDALE,RD
111 EASTERN BLVD,111,EASTERN,BLVD
974 ELTON AVE,974,ELTON,AVE
3608 FLORIDA RD,3608,FLORIDA,RD
17 Tenby ,17,Tenby,
7 TOP VIEW CT,7,TOP VIEW,CT
3505 SHENANDOAH AVE,3505,SHENANDOAH,AVE
9535 DEVONWOOD CT,9535,DEVONWOOD,CT
2 AIGBURTH RD,2,AIGBURTH,RD
7808 WENDOVER AVE,7808,WENDOVER,AVE
26 CASEY CT,26,CASEY,CT
417 ACADEMY RD,417,ACADEMY,RD
7808 WENDOVER AVE,7808,WENDOVER,AVE
2984 YORKWAY ,2984,YORKWAY,
46 OPEN GATE CT,46,OPEN GATE,CT
358 GROVETHORN RD,358,GROVETHORN,RD
7803 CHESTNUT AVE,7803,CHESTNUT,AVE
10606 PARTRIDGE LN,10606,PARTRIDGE,LN
955 JOSHUA TREE CT,955,JOSHUA TREE,CT
34 BRYANS MILL WAY,34,BRYANS MILL,WAY
5820 ROYAL OAK AVE,5820,ROYAL OAK,AVE
3423 KIMBLE RD,3423,KIMBLE,RD
273 STANMORE RD,273,STANMORE,RD
2 AIGBURTH RD,2,AIGBURTH,RD
9824 DECATUR RD,9824,DECATUR,RD
31 COLISTON RD,31,COLISTON,RD
116 ALLGATE RD,116,ALLGATE,RD
69 DUNDALK AVE,69,DUNDALK,AVE
5 CASTLETOWN RD,5,CASTLETOWN,RD
8610 DOVEDALE RD,8610,DOVEDALE,RD
230 CHESTNUT ST,230,CHESTNUT,ST
139 HAMPSHIRE RD,139,HAMPSHIRE,RD
17 MAPLE AVE,17,MAPLE,AVE
1 HAMPTON CT,1,HAMPTON,CT
2908 5TH AVE,2908,5TH,AVE
50 MAVISTA AVE,50,MAVISTA,AVE
5521 RITTER AVE,5521,RITTER,AVE
29 SPIRIT LN,29,SPIRIT,LN
2008 NEWHAVEN DR,2008,NEWHAVEN,DR
9322 FITZHARDING LN,9322,FITZHARDING,LN
8225 WATERSEDGE RD,8225,WATERSEDGE,RD
7436 DURWOOD RD,7436,DURWOOD,RD
8441 WATER OAK RD,8441,WATER OAK,RD
3112 ASPEN CT,3112,ASPEN,CT
12250 BONMOT PL,12250,BONMOT,PL
8190 NORTH BOUNDARY RD,8190,NORTH BOUNDARY,RD
1620 Lyle CT,1620,Lyle,CT
1924 SULPHUR SPRING RD,1924,SULPHUR SPRING,RD
107 FITZ CT,107,FITZ,CT
1232 LEEDS TER,1232,LEEDS,TER
632 MAIN ST,632,MAIN,ST
2018 SUMMIT AVE,2018,SUMMIT,AVE
3 WINFREY CT,3,WINFREY,CT
305 1ST AVE,305,1ST,AVE
1126 KELFIELD DR,1126,KELFIELD,DR
921 SUSQUEHANNA AVE,921,SUSQUEHANNA,AVE
303 CLYDE AVE,303,CLYDE,AVE
322 BIGLEY AVE,322,BIGLEY,AVE
